Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2019-01-02,37.617855072021484,37.839390685649526,36.738865845414956,36.896084198987076,148158800
2019-01-03,33.87083053588867,34.71170533997153,33.825570388313054,34.297221690076654,365248800
2019-01-04,35.31676483154297,35.385847281021086,34.25435774125792,34.428248800159444,234428400
2019-01-07,35.23814392089844,35.45253352215503,34.75458147456687,35.42156528719401,219111200
2019-01-08,35.9099006652832,36.16478528700009,35.378697182298566,35.62643221113831,164101200
2019-01-09,36.51970291137695,36.8103172407821,35.64309837562767,36.03852127231397,180396400
2019-01-10,36.63643264770508,36.676927617426905,35.93609975244225,36.326761169795496,143122800
2019-01-11,36.27674102783203,36.612615608918475,36.09093884143746,36.41728668965994,108092800
2019-01-14,35.73125457763672,36.0337802174633,35.5454523446147,35.93373314081846,129756800
2019-01-15,36.46255111694336,36.538775893087994,35.74316093670541,35.79556706051702,114843600
2019-01-16,36.90799331665039,37.131909692527415,36.44586864895017,36.46492574846843,122278800
2019-01-17,37.12714767456055,37.55592336335541,36.50780460910458,36.73172100407359,119284800
2019-01-18,37.3558235168457,37.60832370736827,37.15572580295646,37.51780339953194,135004000
2019-01-22,36.517337799072266,37.33439062814207,36.35535424422283,37.25816585244931,121576000
2019-01-23,36.6650276184082,36.95564208685742,36.13620480760854,36.719814519412964,92522400
2019-01-24,36.37440872192383,36.798419228909076,36.14573077657716,36.7102833160953,101766000
2019-01-25,37.579750061035156,37.667889627042726,36.76031634502855,37.03663528384917,134142000
2019-01-28,37.23195266723633,37.23909862442794,36.603082990987026,37.11046412543963,104768400
2019-01-29,36.8460578918457,37.66787943003454,36.710281051690714,37.22004666542963,166348800
2019-01-30,39.36392593383789,39.57831197366916,38.168119117688406,38.887509281083425,244439200
2019-01-31,39.64738464355469,40.257197227088255,39.199551937310474,39.568775479069075,162958400
2019-02-01,39.666446685791016,40.25243706170224,39.52590102795281,39.77125891817062,130672400
2019-02-04,40.793174743652344,40.89084102706236,39.84748742377698,39.87845566846077,125982000
2019-02-05,41.49112319946289,41.70551286711894,41.0552051749136,41.176690108912695,144406400
2019-02-06,41.50541687011719,41.82223435574399,41.17430746758201,41.603079513914516,112958400
2019-02-07,40.71933364868164,41.43395865863458,40.576407192782746,41.06711578472044,126966800
2019-02-08,40.767173767089844,40.826981250352276,40.29110488619162,40.42746770020232,95280000
2019-02-11,40.53272247314453,40.95855507730513,40.48966284090692,40.920277415076946,83973600
2019-02-12,40.881996154785156,40.90831158895614,40.597311998851445,40.69300614599975,89134000
2019-02-13,40.71214294433594,41.26237244865827,40.649944483984534,41.001612731729914,89960800
2019-02-14,40.860477447509766,40.97052118369501,40.52077134609879,40.5997176700714,87342800
2019-02-15,40.76956558227539,41.0757796107842,40.609281961912124,40.968126868792055,98507200
2019-02-19,40.89156723022461,41.01357682194491,40.54707922219934,40.59971009502795,75891200
2019-02-20,41.154720306396484,41.463328928356844,40.90592281110477,40.953768062081025,104457600
2019-02-21,40.92265319824219,41.23604368430549,40.74083984573607,41.099684582515266,68998800
2019-02-22,41.379600524902344,41.386777130641946,40.999225819267565,41.0470710743179,75652800
2019-02-25,41.681026458740234,42.07336336758773,41.61404237554862,41.66428226312171,87493600
2019-02-26,41.704933166503906,41.936986373960735,41.42742571114316,41.55661185259191,68280800
2019-02-27,41.83414077758789,41.865241839640916,41.3221888233918,41.43702182926786,111341600
2019-02-28,41.42266082763672,41.84370783973421,41.36763896595908,41.702563057432904,112861600
2019-03-01,41.858062744140625,41.90112238101423,41.36046403267698,41.692993502073456,103544800
2019-03-04,42.06858444213867,42.52311984674224,41.6188310078529,42.03030677744222,109744800
2019-03-05,41.992027282714844,42.10446563638617,41.75518834938098,42.09011242534028,78949600
2019-03-06,41.75040817260742,41.98246149544059,41.611654375939004,41.78629120176347,83241600
2019-03-07,41.26716995239258,41.73127667968283,41.1523405885388,41.59491384418924,99185600
2019-03-08,41.36524963378906,41.40352730012009,40.549474665610056,40.745644967787186,95997600
2019-03-11,42.7982292175293,42.85086008948582,41.94896596170817,41.98245800292062,128044000
2019-03-12,43.279083251953125,43.70012657317597,42.91066715181928,43.06138316099755,129870400
2019-03-13,43.4704704284668,43.85084512569788,43.281476747208835,43.59965297928454,124130000
2019-03-14,43.95370864868164,44.04222619421503,43.673810102809064,43.99437729377165,94318000
2019-03-15,44.52547073364258,44.814940537743325,43.956106016627054,44.221651369018744,156171600
2019-03-18,44.98000717163086,45.06852106720787,44.446521862203355,44.44891649745156,104879200
2019-03-19,44.62355422973633,45.212061406706034,44.47762384055318,45.05895441234656,126585600
2019-03-20,45.01349639892578,45.331672586572196,44.192935988604326,44.551780818984106,124140800
2019-03-21,46.671363830566406,46.96801024304123,45.40823015544598,45.458470044388214,204136800
2019-03-22,45.70487976074219,47.293366381352534,45.640286656263825,46.73117457458719,169630800
2019-03-25,45.15224838256836,45.92735084925179,44.640296590856394,45.8149125148253,175381200
2019-03-26,44.685752868652344,46.1426657813242,44.157056816652506,45.85080500180008,199202000
2019-03-27,45.08766555786133,45.396270563858714,44.6283445266499,45.15464964676555,119393600
2019-03-28,45.147464752197266,45.34841698201704,44.86278060144004,45.202486604333025,83121600
2019-03-29,45.44171142578125,45.47281247586612,45.1043964452481,45.4130050105386,94256000
2019-04-01,45.750328063964844,45.855586155213935,45.066130393873266,45.84601856523079,111448000
2019-04-02,46.415382385253906,46.52064411661454,45.70486934892792,45.71443693797967,91062800
2019-04-03,46.73356246948242,47.008675394600004,46.20725376869622,46.23117821886235,93087200
2019-04-04,46.814903259277344,46.97757785142085,46.2048662380215,46.599594142761774,76457200
2019-04-05,47.12828826904297,47.15221271815539,46.872310534902006,46.996711099641466,74106400
2019-04-08,47.869911193847656,47.90100860298469,46.97040430689956,46.98954313963878,103526800
2019-04-09,47.72636413574219,48.52778574553339,47.66177104187914,47.92253440215642,143072800
2019-04-10,47.994300842285156,48.02301091221339,47.41057930864462,47.5301942573297,86781200
2019-04-11,47.59479904174805,48.085221181883924,47.47279307825177,48.049338148608385,83603200
2019-04-12,47.57564926147461,47.87947225795818,46.93930049885014,47.65459556687704,111042800
2019-04-15,47.66177749633789,47.810102533826864,47.36991669237575,47.50627950340221,70146400
2019-04-16,47.66656494140625,48.173731239669145,47.50149570083902,47.716804834328116,102785600
2019-04-17,48.59476852416992,48.654575996424214,47.51344840371201,47.73593044832593,115627200
2019-04-18,48.769412994384766,48.83878806695745,48.448845768750054,48.59238153452908,96783200
2019-04-22,48.929691314697266,49.02777645010352,48.40577724792963,48.52300121344138,77758000
2019-04-23,49.635414123535156,49.7000072127712,48.77897072124802,48.905762264708024,93292000
2019-04-24,49.558868408203125,49.87464998724384,49.53255297241984,49.606713659529454,70162400
2019-04-25,49.10911178588867,49.702400894113886,49.070834127200996,49.47991884741385,74172800
2019-04-26,48.874671936035156,49.042132144995094,48.35314882772133,49.01820769356134,74596400
2019-04-29,48.94883346557617,49.27418629872509,48.76941102781814,48.89859357684603,88818800
2019-04-30,48.00625991821289,48.65935647309257,47.63306188685307,48.57801918940816,186139600
2019-05-01,50.36268615722656,51.50859592194666,50.05407750166166,50.20957914721546,259309200
2019-05-02,50.034934997558594,50.87223969563154,49.79092311380709,50.200004222093234,127985200
2019-05-03,50.65693664550781,50.67846646268303,50.29330613721523,50.45119876388478,83569600
2019-05-06,49.87464904785156,49.9607719587603,48.68328515557956,48.87227517238446,129772400
2019-05-07,48.530174255371094,49.6210619387823,48.04453788446969,49.25264952478611,155054800
2019-05-08,48.53974533081055,49.123466871841444,48.26463240549515,48.300515430411565,105358000
2019-05-09,48.01823043823242,48.247889120119275,47.046957534876604,47.94167511069751,139634400
2019-05-10,47.35300827026367,47.7540639685717,46.293944343440415,47.41064587308777,164834800
2019-05-13,44.60087585449219,45.50384293994721,43.91164316504931,45.078778004863665,229722400
2019-05-14,45.30691909790039,45.55667469401269,44.52642782147756,44.76657898345382,146118800
2019-05-15,45.849666595458984,46.04899253088982,44.672927182991636,44.73296498290153,106178800
2019-05-16,45.64794158935547,46.22190282402673,45.350152775292095,45.607116324143135,132125600
2019-05-17,45.388572692871094,45.844858465816024,44.850632734358356,44.89145799493417,131516400
2019-05-20,43.969268798828125,44.27186156294436,43.29444472078378,44.07253568854862,154449200
2019-05-21,44.812225341796875,45.148435630726844,44.355935761772116,44.480815439553524,113459200
2019-05-22,43.894832611083984,44.59847747756857,43.83959886543886,44.34631800439947,118994400
2019-05-23,43.14556121826172,43.356891761625974,42.70128007629141,43.17918223637077,146118800
2019-05-24,42.979854583740234,43.741133342206446,42.895800209655654,43.27523949265052,94858800
2019-05-28,42.80214309692383,43.36890001918463,42.72529662605627,42.96784799476519,111792800
2019-05-29,42.59800720214844,43.07110520574357,42.26659748110416,42.36746051263604,113924800
2019-05-30,42.81895065307617,43.04228946300564,42.42750310710411,42.73489628505487,84873600
2019-05-31,42.043270111083984,42.74451113812914,42.024057576373885,42.32184270333962,108174400
2019-06-03,41.61819839477539,42.727695624920145,40.89054064456149,42.17054681734326,161584400
2019-06-04,43.14075469970703,43.18638400690421,41.91118191989877,42.13212054974457,123872000
2019-06-05,43.83720016479492,44.42557355953624,43.50098993729986,44.255064588467334,119093600
2019-06-06,44.48080825805664,44.540846061702176,43.74354227036945,43.96688480542754,90105200
2019-06-07,45.66474533081055,46.08981394469847,44.612885656066055,44.790595183726715,122737600
2019-06-10,46.248321533203125,46.918341812285604,46.01777475391753,46.06340407118152,104883600
2019-06-11,46.78384780883789,47.069628281137064,46.49326695162422,46.79585609995607,107731600
